id,first_name,last_name,email,gender,ip_address,homeowner,income,show_date,purchases,avg,success_rate
227,Gregory,Ferguson,gferguson6a@statcounter.com,Male,228.101.153.90,false,$256.96,1/29/2016,6923,99.13,39.43%
228,Jennifer,Gomez,jgomez6b@mtv.com,Female,179.252.12.151,false,$192.71,7/1/2015,7305,14.61,44.65%
229,Anne,Knight,aknight6c@jimdo.com,Female,183.158.177.240,false,$844.56,8/21/2015,3843,26.69,15.38%
230,John,Ray,jray6d@biglobe.ne.jp,Male,31.120.4.90,false,$559.78,3/14/2016,2643,5.3,48.66%
231,Evelyn,Brown,ebrown6e@mediafire.com,Female,29.81.131.77,false,$152.11,5/20/2015,3704,38.46,52.62%
232,Betty,Washington,bwashington6f@vimeo.com,Female,241.21.233.182,false,$233.22,4/11/2015,3333,66.04,19.78%
233,Willie,Henderson,whenderson6g@ft.com,Male,22.124.234.60,false,$210.43,2/28/2016,3083,38.23,89.83%
234,Jerry,Payne,jpayne6h@seattletimes.com,Male,235.10.182.66,false,$867.04,4/23/2015,5893,79.27,16.92%
235,Cynthia,Porter,cporter6i@ucsd.edu,Female,97.168.21.117,false,$668.72,11/12/2015,6769,73.99,40.11%
236,Carl,Medina,cmedina6j@digg.com,Male,8.104.253.182,false,$814.22,1/28/2016,6578,70.21,11.85%
237,Doris,Payne,dpayne6k@hugedomains.com,Female,0.62.184.59,false,$772.61,11/15/2015,8899,45.25,14.09%
238,Anthony,Garza,agarza6l@youku.com,Male,27.190.34.7,false,$345.42,1/11/2016,3718,65.41,87.75%
239,Raymond,Williams,rwilliams6m@cnet.com,Male,95.1.180.149,false,$191.27,9/18/2015,7318,66.61,82.77%
240,Virginia,Martinez,vmartinez6n@guardian.co.uk,Female,16.126.66.83,false,$413.82,9/14/2015,6365,14.56,79.3%
241,Matthew,Torres,mtorres6o@seattletimes.com,Male,9.68.199.84,false,$534.48,1/21/2016,2865,18.97,96.79%
242,Craig,Lawrence,clawrence6p@over-blog.com,Male,54.105.145.151,true,$639.58,10/7/2015,7528,14.34,60.7%
243,Rebecca,Green,rgreen6q@themeforest.net,Female,204.61.94.41,false,$712.62,12/24/2015,2975,46.33,62.7%
244,Phillip,Fields,pfields6r@ifeng.com,Male,178.104.185.50,true,$933.42,12/31/2015,3700,42.13,56.87%
245,Deborah,Little,dlittle6s@aol.com,Female,171.31.247.153,true,$32.36,2/14/2016,2203,95.15,22.3%
246,Raymond,Watson,rwatson6t@vimeo.com,Male,235.4.74.58,true,$446.05,11/3/2015,5832,97.65,79.29%
247,Patricia,Garrett,pgarrett6u@china.com.cn,Female,35.125.208.98,true,$805.38,1/25/2016,507,24.51,22.2%
248,Barbara,Jordan,bjordan6v@ning.com,Female,60.143.44.45,true,$797.11,12/27/2015,9208,70.29,44.57%
249,Rose,Crawford,rcrawford6w@telegraph.co.uk,Female,92.89.245.25,true,$65.66,6/7/2015,9093,35.21,6.16%
250,Victor,George,vgeorge6x@deviantart.com,Male,126.90.3.156,false,$404.80,11/20/2015,2157,93.84,87.69%
251,Tina,Reyes,treyes6y@naver.com,Female,152.91.71.73,false,$574.92,8/28/2015,4422,69.83,77.84%
252,Sara,Jones,sjones6z@google.com.br,Female,121.221.247.110,true,$861.50,11/23/2015,2943,34.92,69.74%
253,Albert,Reed,areed70@stanford.edu,Male,73.187.169.91,true,$400.95,10/31/2015,7924,29.39,2.74%
254,Arthur,Ross,aross71@example.com,Male,148.114.97.160,true,$542.83,8/24/2015,9289,62.02,6.46%
255,Anna,Rivera,arivera72@wikispaces.com,Female,32.156.230.38,true,$376.54,8/6/2015,939,88.61,3.99%
256,Louis,Hamilton,lhamilton73@nsw.gov.au,Male,237.1.188.208,true,$332.98,2/6/2016,4212,31.37,57.1%
257,Shawn,Reid,sreid74@usgs.gov,Male,51.152.155.185,true,$879.52,9/16/2015,2753,87.54,59.33%
258,Julia,Clark,jclark75@newyorker.com,Female,102.48.125.29,false,$52.40,7/7/2015,5454,30.32,22.54%
259,Evelyn,Watkins,ewatkins76@mediafire.com,Female,250.24.92.77,true,$754.57,5/22/2015,8574,54.34,96.82%
260,Lori,Franklin,lfranklin77@smh.com.au,Female,9.62.63.167,false,$607.38,8/29/2015,5734,51.84,63.45%
261,Mildred,Stephens,mstephens78@github.io,Female,107.143.195.75,false,$212.85,8/5/2015,1864,33.75,74.86%
262,Tammy,Dean,tdean79@zimbio.com,Female,230.28.143.253,true,$26.78,11/25/2015,6383,86.27,66.56%
263,Terry,Castillo,tcastillo7a@artisteer.com,Male,179.47.172.143,false,$918.31,10/30/2015,9031,81.77,94.37%
264,Maria,Hunter,mhunter7b@angelfire.com,Female,82.114.4.43,false,$763.85,5/19/2015,5001,6.52,82.91%
265,Jane,Edwards,jedwards7c@vimeo.com,Female,129.155.91.107,true,$999.56,12/30/2015,1476,14.57,72.87%
266,Janice,Adams,jadams7d@examiner.com,Female,130.32.108.227,false,$625.29,5/6/2015,6655,33.57,98.83%
267,Mary,Allen,mallen7e@gnu.org,Female,130.120.237.184,false,$804.10,2/8/2016,3350,52.26,40.13%
268,Sandra,Flores,sflores7f@a8.net,Female,48.91.89.125,false,$953.79,1/23/2016,529,78.89,41.87%
269,Maria,Warren,mwarren7g@house.gov,Female,85.66.93.243,true,$380.36,5/12/2015,6935,16.7,2.3%
270,Howard,Foster,hfoster7h@odnoklassniki.ru,Male,210.87.7.200,true,$36.88,7/6/2015,1274,40.56,6.58%
271,Nicole,Fields,nfields7i@bbb.org,Female,137.208.251.173,false,$393.79,6/26/2015,9860,37.58,30.52%
272,Kenneth,Chavez,kchavez7j@tinypic.com,Male,7.11.237.103,false,$405.05,9/27/2015,7011,85.94,86.26%
273,Ernest,Diaz,ediaz7k@storify.com,Male,18.21.5.166,false,$876.59,4/6/2015,477,9.28,60.66%
274,Edward,Ruiz,eruiz7l@aol.com,Male,118.24.24.15,true,$862.43,1/16/2016,9692,58.62,54.5%
275,William,Thomas,wthomas7m@twitpic.com,Male,50.120.234.240,true,$763.32,7/28/2015,8669,1.58,27.96%
276,Dorothy,Bowman,dbowman7n@time.com,Female,17.221.216.97,false,$4.19,3/19/2016,4071,15.92,56.94%
277,Gary,West,gwest7o@springer.com,Male,206.119.134.157,false,$790.73,9/14/2015,9234,20.18,82.17%
278,George,Nguyen,gnguyen7p@census.gov,Male,64.21.114.99,false,$137.58,8/22/2015,2887,30.52,85.76%
279,Fred,Gray,fgray7q@ifeng.com,Male,76.254.66.113,true,$756.69,12/20/2015,1,59.46,80.85%
280,Judy,Schmidt,jschmidt7r@biglobe.ne.jp,Female,214.50.79.45,true,$570.87,4/5/2015,2635,22.66,75.47%
281,Emily,Thompson,ethompson7s@meetup.com,Female,225.81.90.50,true,$924.66,3/29/2015,361,85.75,81.04%
282,Helen,Welch,hwelch7t@freewebs.com,Female,128.122.127.58,false,$614.59,12/13/2015,164,58.75,55.56%
283,Christina,Meyer,cmeyer7u@slate.com,Female,25.20.242.151,true,$327.49,7/20/2015,2457,62.83,3.74%
284,Ann,Williams,awilliams7v@diigo.com,Female,7.194.28.203,false,$679.54,8/13/2015,1460,21.59,15.73%
285,Jason,Miller,jmiller7w@csmonitor.com,Male,89.230.51.235,false,$796.41,1/7/2016,6214,66.58,7.61%
286,Barbara,Freeman,bfreeman7x@addthis.com,Female,211.202.118.227,true,$715.34,3/7/2016,6458,38.22,44.67%
287,Scott,Carroll,scarroll7y@elegantthemes.com,Male,185.110.144.20,false,$136.76,4/15/2015,3495,19.47,33.91%
288,Norma,Duncan,nduncan7z@slate.com,Female,249.52.126.178,true,$711.85,8/26/2015,4568,65.36,52.65%
289,Jeffrey,Scott,jscott80@alibaba.com,Male,130.247.146.124,true,$207.88,5/27/2015,2277,48.23,33.28%
290,Carol,Hill,chill81@boston.com,Female,210.244.133.8,true,$839.85,12/16/2015,5814,93.33,65.43%
291,Annie,Carter,acarter82@foxnews.com,Female,125.53.183.163,false,$442.44,3/25/2016,5554,8.01,32.53%
292,Samuel,Williams,swilliams83@epa.gov,Male,43.42.175.119,true,$428.97,4/9/2015,2757,3.73,49.57%
293,Louise,Day,lday84@msu.edu,Female,160.143.124.34,false,$9.04,10/23/2015,332,48.11,81.57%
294,Arthur,Murray,amurray85@usa.gov,Male,54.100.231.86,true,$140.56,1/10/2016,137,50.05,32.98%
295,Linda,Adams,ladams86@naver.com,Female,186.64.191.70,false,$381.91,10/30/2015,3735,4.61,97.96%
296,Lillian,Gilbert,lgilbert87@gov.uk,Female,124.23.227.56,true,$732.60,12/24/2015,2189,45.38,84.11%
297,Christine,Medina,cmedina88@dyndns.org,Female,72.63.1.118,true,$350.13,9/28/2015,2193,59.11,31.76%
298,Frank,Price,fprice89@delicious.com,Male,249.5.152.29,false,$970.61,3/19/2016,7700,88.25,31.89%
299,Frances,Oliver,foliver8a@slate.com,Female,112.96.194.180,false,$750.52,7/20/2015,2637,40.36,76.54%
300,Carlos,Edwards,cedwards8b@webeden.co.uk,Male,69.177.240.163,true,$548.31,6/29/2015,2700,35.07,29.38%
301,Albert,Gilbert,agilbert8c@mashable.com,Male,54.49.225.123,true,$90.85,4/9/2015,7052,99.26,41.56%
302,Julie,Powell,jpowell8d@cnbc.com,Female,192.149.189.111,false,$853.82,4/19/2015,6431,88.86,21.02%
303,Jane,Green,jgreen8e@e-recht24.de,Female,57.6.118.76,true,$756.08,9/13/2015,7808,49.72,61.45%
304,Carol,Lane,clane8f@icio.us,Female,219.103.235.111,true,$831.38,5/17/2015,1870,6.67,74.79%
305,Margaret,Young,myoung8g@spiegel.de,Female,70.224.191.243,false,$892.10,4/3/2015,6415,36.86,0.32%
306,Sarah,Ellis,sellis8h@seesaa.net,Female,51.202.154.65,false,$609.17,9/22/2015,1897,47.94,72.15%
307,Steven,Williams,swilliams8i@i2i.jp,Male,209.160.121.229,false,$598.85,9/13/2015,1051,93.66,79.19%
308,Richard,Bryant,rbryant8j@dell.com,Male,89.116.196.242,false,$38.54,8/30/2015,8978,13.39,24.34%
309,Jane,Dixon,jdixon8k@redcross.org,Female,193.142.134.105,true,$341.23,10/6/2015,8221,54.57,63.82%
310,Diane,Moreno,dmoreno8l@mit.edu,Female,212.131.132.212,false,$832.16,4/17/2015,8849,6.6,98.77%
311,Emily,Howard,ehoward8m@constantcontact.com,Female,100.93.127.61,true,$274.87,10/6/2015,9143,11.92,39.61%
312,Norma,Woods,nwoods8n@mysql.com,Female,89.156.210.4,true,$259.54,2/6/2016,1795,66.52,94.7%
313,Brenda,Owens,bowens8o@pbs.org,Female,148.218.115.254,false,$775.86,5/21/2015,8584,59.59,11.98%
314,Virginia,Hanson,vhanson8p@purevolume.com,Female,130.130.148.116,true,$410.34,4/9/2015,6465,78.38,28.23%
315,Gregory,Cole,gcole8q@cpanel.net,Male,176.128.239.225,false,$567.65,5/22/2015,1553,6.4,95.11%
316,Joseph,Carter,jcarter8r@google.co.uk,Male,202.116.54.217,false,$37.72,4/18/2015,5110,75.14,16.47%
317,Harry,Bradley,hbradley8s@sourceforge.net,Male,157.64.50.182,false,$459.29,9/3/2015,6468,56.65,92.83%
318,Carol,Chapman,cchapman8t@cbslocal.com,Female,70.176.138.204,true,$654.17,11/23/2015,6758,27.79,66.62%
319,Jessica,Perkins,jperkins8u@ca.gov,Female,155.238.29.22,false,$940.06,2/28/2016,2345,91.92,83.16%
320,Thomas,Henderson,thenderson8v@trellian.com,Male,69.52.78.254,true,$108.39,6/7/2015,1970,56.1,88.4%
321,Ruth,Garcia,rgarcia8w@t.co,Female,3.127.196.5,false,$919.50,6/20/2015,2636,31.86,32.88%
322,Norma,Rivera,nrivera8x@netscape.com,Female,154.16.165.167,false,$868.25,5/9/2015,326,99.34,44.32%
323,Ruth,Mccoy,rmccoy8y@whitehouse.gov,Female,175.159.98.126,false,$996.15,8/10/2015,8654,28.45,54.9%
324,Carol,Henry,chenry8z@fda.gov,Female,98.221.26.127,false,$282.43,4/26/2015,5834,48.96,69.75%
325,Irene,White,iwhite90@godaddy.com,Female,179.191.131.239,true,$872.10,3/2/2016,2269,22.67,48.56%
326,Walter,Powell,wpowell91@163.com,Male,55.37.218.175,true,$437.93,1/7/2016,7063,48.33,10.29%
327,Walter,Green,wgreen92@kickstarter.com,Male,34.234.245.24,true,$73.04,3/26/2015,9580,29.39,91.13%
328,Carl,Meyer,cmeyer93@com.com,Male,163.198.87.9,false,$160.42,5/6/2015,625,39.26,76.23%
329,Carol,Diaz,cdiaz94@prweb.com,Female,23.46.226.62,true,$673.74,2/19/2016,9868,52.47,4.97%
330,Bruce,George,bgeorge95@nba.com,Male,113.31.34.114,false,$819.68,8/31/2015,9191,48.26,40.32%
331,Daniel,Hunt,dhunt96@senate.gov,Male,231.245.95.186,false,$863.98,7/24/2015,9416,89.87,75.55%
332,Jason,Green,jgreen97@icq.com,Male,199.235.31.77,false,$795.65,1/26/2016,5073,80.93,89.82%
333,Debra,Payne,dpayne98@mit.edu,Female,7.250.118.156,true,$417.93,1/18/2016,4380,6.01,52.35%
334,Pamela,Parker,pparker99@liveinternet.ru,Female,232.0.189.187,true,$572.77,11/4/2015,1560,14.12,0.18%
335,Alan,Ford,aford9a@infoseek.co.jp,Male,227.107.24.64,false,$72.91,5/10/2015,1356,12.54,46.25%
336,Dennis,Ferguson,dferguson9b@angelfire.com,Male,220.76.182.203,true,$230.51,8/7/2015,3465,96.32,43.65%
337,Anne,Freeman,afreeman9c@rakuten.co.jp,Female,160.131.26.34,true,$72.33,10/22/2015,4947,74.37,96.95%
338,Christopher,Stephens,cstephens9d@ftc.gov,Male,248.115.23.56,true,$194.57,1/14/2016,4272,58.32,15.1%
339,Lawrence,Hanson,lhanson9e@eepurl.com,Male,72.199.253.98,false,$262.20,9/9/2015,5789,49.96,37.16%
340,Arthur,Sanders,asanders9f@arstechnica.com,Male,20.161.251.233,true,$676.80,6/1/2015,4803,95.65,73.05%
341,Harry,Howell,hhowell9g@abc.net.au,Male,197.200.57.254,true,$43.36,11/29/2015,849,85.92,12.76%
342,Peter,Mason,pmason9h@scribd.com,Male,194.82.203.105,true,$376.05,8/4/2015,4444,95.23,41.82%
343,Carl,Burke,cburke9i@webs.com,Male,131.82.79.25,false,$235.05,5/8/2015,5823,95.62,50.27%
344,Samuel,Hansen,shansen9j@eventbrite.com,Male,193.45.215.115,false,$289.83,6/25/2015,6221,75.49,74.98%
345,Virginia,Lane,vlane9k@census.gov,Female,118.13.137.174,true,$598.32,3/31/2015,7122,84.99,49.8%
346,Charles,Adams,cadams9l@mit.edu,Male,112.20.179.213,false,$544.67,2/2/2016,3928,82.46,62.88%
347,Juan,Cunningham,jcunningham9m@patch.com,Male,7.237.246.102,true,$178.79,4/13/2015,4664,43.88,13.29%
348,Norma,Bishop,nbishop9n@wired.com,Female,0.235.93.93,true,$282.00,8/16/2015,5999,96.15,37.39%
349,Anthony,Price,aprice9o@joomla.org,Male,50.114.201.85,false,$901.79,1/29/2016,6605,39.7,67.18%
350,Ann,Welch,awelch9p@yahoo.com,Female,99.162.121.148,true,$555.32,3/12/2016,2891,31.7,81.41%
351,Kimberly,Edwards,kedwards9q@freewebs.com,Female,209.82.137.15,true,$263.12,1/13/2016,7722,48.66,38.37%
352,Earl,Sanders,esanders9r@ycombinator.com,Male,109.104.255.97,false,$401.01,4/20/2015,3319,6.96,42.87%
353,Evelyn,Harper,eharper9s@typepad.com,Female,24.114.63.32,false,$676.09,10/9/2015,3094,41.66,81.54%
354,Jack,Rogers,jrogers9t@apache.org,Male,102.94.124.206,false,$561.05,7/6/2015,2651,56.13,60.86%
355,Benjamin,Mendoza,bmendoza9u@yellowbook.com,Male,67.162.38.110,false,$635.58,1/21/2016,6554,18.72,16.19%
356,John,Fowler,jfowler9v@unesco.org,Male,205.29.185.131,true,$467.61,9/7/2015,9938,79.82,63.61%
357,Lillian,Baker,lbaker9w@cpanel.net,Female,18.168.78.109,true,$141.73,2/24/2016,3212,62.48,75.3%
358,Sharon,Chavez,schavez9x@youtu.be,Female,213.65.219.47,false,$616.61,9/28/2015,660,20.78,37.92%
359,Laura,Garrett,lgarrett9y@webeden.co.uk,Female,38.25.183.195,false,$20.00,6/4/2015,4390,10.67,80.96%
360,Cheryl,Richards,crichards9z@amazon.de,Female,255.225.76.174,true,$316.29,7/18/2015,6806,19.11,21.98%
361,Earl,Garcia,egarciaa0@earthlink.net,Male,192.41.74.106,false,$422.44,11/26/2015,4718,2.7,4.24%
362,Diane,Vasquez,dvasqueza1@tmall.com,Female,15.7.141.214,true,$883.27,2/7/2016,4639,66.28,95.39%
363,Laura,Lopez,llopeza2@archive.org,Female,235.50.226.75,false,$297.70,9/5/2015,6879,2.32,93.5%
364,Dennis,Chapman,dchapmana3@hibu.com,Male,181.52.95.120,false,$218.59,10/31/2015,9269,15.05,16.08%
365,Betty,Lopez,blopeza4@joomla.org,Female,147.15.76.147,false,$223.02,4/6/2015,8524,46.49,33.63%
366,Edward,Reynolds,ereynoldsa5@smh.com.au,Male,206.193.58.197,true,$143.33,2/20/2016,777,17.33,53.74%
367,Frank,Carpenter,fcarpentera6@engadget.com,Male,192.177.46.144,false,$713.65,5/24/2015,6971,93.6,34.81%
368,Jimmy,Clark,jclarka7@hp.com,Male,126.89.23.130,true,$337.17,12/5/2015,1332,33.87,36.03%
369,Brian,Allen,ballena8@techcrunch.com,Male,196.36.7.158,false,$217.58,4/22/2015,4507,31.94,9.27%
370,Lillian,Nelson,lnelsona9@blogs.com,Female,144.62.110.163,true,$414.36,5/20/2015,6899,97.03,18.87%
371,Emily,Garza,egarzaaa@shop-pro.jp,Female,8.195.200.24,true,$572.13,6/7/2015,8525,51.97,79.73%
372,Terry,Hill,thillab@tinyurl.com,Male,157.7.131.105,false,$258.61,1/30/2016,3257,36.7,73.92%
373,Michelle,Jackson,mjacksonac@sourceforge.net,Female,212.123.28.4,false,$466.67,10/21/2015,1341,10.01,36.86%
374,Jeffrey,Ramirez,jramirezad@51.la,Male,10.200.13.159,false,$568.49,7/31/2015,8748,33.49,39.13%
375,Joyce,Cunningham,jcunninghamae@nbcnews.com,Female,122.20.251.54,false,$723.13,7/18/2015,7358,67.56,2.43%
376,Emily,Morgan,emorganaf@redcross.org,Female,71.19.187.3,true,$391.14,6/17/2015,6625,42.67,48.26%
377,Pamela,Gonzalez,pgonzalezag@mapquest.com,Female,197.93.36.87,false,$982.08,7/11/2015,5688,53.69,19.95%
378,George,Stevens,gstevensah@seattletimes.com,Male,171.20.79.73,true,$933.91,12/11/2015,8060,66.56,33.59%
379,Lillian,Porter,lporterai@mediafire.com,Female,201.159.254.154,false,$164.24,3/21/2016,7734,23.05,54.76%
380,Antonio,West,awestaj@senate.gov,Male,141.169.82.155,false,$477.42,8/19/2015,878,88.02,54.93%
381,Patrick,Mcdonald,pmcdonaldak@de.vu,Male,136.95.67.135,false,$322.50,4/4/2015,2915,87.18,31.03%
382,Carolyn,Henry,chenryal@narod.ru,Female,187.216.134.235,true,$788.90,9/25/2015,994,69.48,27.18%
383,Rachel,Harris,rharrisam@storify.com,Female,57.227.164.211,true,$379.98,6/30/2015,2096,62.28,65.23%
384,Catherine,Torres,ctorresan@berkeley.edu,Female,123.2.194.155,false,$778.60,5/14/2015,368,98.77,76.32%
385,Lori,Murray,lmurrayao@theglobeandmail.com,Female,108.217.247.181,false,$786.35,7/7/2015,451,79.85,49.03%
386,Jessica,Howell,jhowellap@paypal.com,Female,36.234.60.222,false,$739.47,12/28/2015,8239,59.15,47.54%
387,Brian,Wheeler,bwheeleraq@comcast.net,Male,122.68.161.21,false,$250.04,9/22/2015,127,88.16,52.45%
388,Martin,Pierce,mpiercear@gizmodo.com,Male,198.141.230.215,false,$407.73,3/21/2016,7011,64.9,20.35%
389,Laura,Simmons,lsimmonsas@patch.com,Female,198.178.255.59,true,$568.97,4/29/2015,939,73.02,4.07%
390,Phillip,Diaz,pdiazat@blogtalkradio.com,Male,36.44.52.124,true,$192.12,7/26/2015,5285,69.89,9.16%
391,Phillip,Cruz,pcruzau@usa.gov,Male,66.110.152.8,false,$131.27,1/30/2016,5764,39.35,34.95%
392,Tammy,Fowler,tfowlerav@ocn.ne.jp,Female,218.201.12.104,false,$915.75,11/4/2015,1444,43.26,64.86%
393,Charles,West,cwestaw@zimbio.com,Male,111.204.30.145,true,$430.32,12/13/2015,572,4.75,51.96%
394,Peter,Porter,pporterax@gmpg.org,Male,142.142.65.131,true,$346.04,10/3/2015,5913,26.34,10.49%
395,Kathleen,Bradley,kbradleyay@timesonline.co.uk,Female,174.172.1.92,true,$941.46,7/1/2015,9792,87.89,22.32%
396,Carl,Fields,cfieldsaz@accuweather.com,Male,232.165.55.80,false,$47.42,3/11/2016,3856,59.07,57.26%
397,Timothy,Perkins,tperkinsb0@csmonitor.com,Male,44.219.103.1,false,$383.78,6/4/2015,3228,31.52,71.59%
398,Mary,Jordan,mjordanb1@mozilla.org,Female,145.32.7.237,false,$328.11,3/29/2015,408,73.93,20.64%
399,Patrick,Sullivan,psullivanb2@ucoz.com,Male,155.159.128.3,true,$509.47,2/29/2016,7865,23.23,88.49%
400,Aaron,Bowman,abowmanb3@github.com,Male,66.120.235.148,false,$969.80,4/29/2015,2235,21.86,45.07%
401,Carl,Grant,cgrantb4@cafepress.com,Male,123.119.122.176,true,$551.08,2/2/2016,5697,75.18,63.41%
402,Carlos,Kelley,ckelleyb5@netlog.com,Male,91.69.143.210,true,$167.49,1/3/2016,9835,64.49,77.06%
403,Howard,Murray,hmurrayb6@oracle.com,Male,166.35.182.145,true,$837.00,1/16/2016,2358,86.31,32.83%
404,Elizabeth,Long,elongb7@bizjournals.com,Female,36.33.136.170,false,$403.72,4/30/2015,5555,50.57,87.89%
405,Denise,Black,dblackb8@unesco.org,Female,15.195.12.53,false,$785.47,10/21/2015,4596,43.31,60.83%
406,Ruby,Perkins,rperkinsb9@berkeley.edu,Female,165.66.116.12,false,$47.13,10/23/2015,9423,56.71,85.46%
407,Judith,Moore,jmooreba@mail.ru,Female,251.165.205.21,true,$501.95,7/3/2015,416,35.97,83.54%
408,Katherine,Mccoy,kmccoybb@free.fr,Female,95.165.155.248,false,$589.81,10/12/2015,319,55.75,48.2%
409,Virginia,Watkins,vwatkinsbc@mozilla.com,Female,83.55.39.188,true,$105.27,3/6/2016,1176,59.14,90.63%
410,Denise,Lynch,dlynchbd@techcrunch.com,Female,205.222.24.252,true,$184.53,9/19/2015,3387,67.4,72.36%
411,Phyllis,Mcdonald,pmcdonaldbe@naver.com,Female,120.114.177.231,true,$257.70,6/9/2015,7902,45.36,48.38%
412,Barbara,Gomez,bgomezbf@bravesites.com,Female,49.62.208.235,true,$889.87,10/15/2015,7812,86.92,22.85%
413,Mildred,Schmidt,mschmidtbg@histats.com,Female,177.83.9.16,true,$236.59,6/17/2015,4528,1.94,52.71%
414,Jason,Johnson,jjohnsonbh@dagondesign.com,Male,168.18.193.198,false,$900.12,7/20/2015,4536,12.31,20.34%
415,Diana,Gray,dgraybi@purevolume.com,Female,199.4.75.142,false,$707.69,1/22/2016,598,77.39,95.73%
416,Clarence,Perry,cperrybj@addthis.com,Male,133.188.62.139,true,$625.98,9/25/2015,222,49.3,19.58%
417,Brandon,Mccoy,bmccoybk@simplemachines.org,Male,41.171.165.11,true,$260.87,1/11/2016,2420,44.03,2.95%
418,Albert,Watkins,awatkinsbl@sohu.com,Male,55.205.223.30,true,$679.05,3/27/2015,4556,97.88,71.27%
419,Thomas,Webb,twebbbm@go.com,Male,191.82.82.131,false,$69.40,1/11/2016,4908,60.94,78.86%
420,Barbara,West,bwestbn@goodreads.com,Female,219.62.112.22,true,$498.94,4/18/2015,4214,99.98,70.73%
421,Brenda,Lewis,blewisbo@weebly.com,Female,120.117.63.217,false,$604.79,4/3/2015,2486,63.89,47.2%
422,Amanda,Nelson,anelsonbp@cam.ac.uk,Female,127.11.30.206,false,$729.86,5/18/2015,2903,89.86,73.72%
423,Brandon,Arnold,barnoldbq@google.co.uk,Male,174.114.87.230,true,$800.70,10/1/2015,5793,83.62,11.88%
424,Chris,Meyer,cmeyerbr@addtoany.com,Male,248.181.127.10,true,$693.97,3/15/2016,9350,20.01,19.43%
425,Sara,Stephens,sstephensbs@delicious.com,Female,114.0.63.56,false,$956.83,11/10/2015,2727,30.56,79.87%
426,Shawn,Snyder,ssnyderbt@columbia.edu,Male,92.190.114.187,false,$810.02,5/28/2015,9956,74.1,8.48%
427,Edward,Medina,emedinabu@ox.ac.uk,Male,147.226.8.47,true,$154.67,3/9/2016,6886,1.29,37.01%
428,Russell,Lopez,rlopezbv@biglobe.ne.jp,Male,31.168.213.184,true,$49.76,4/15/2015,6151,14.73,0.01%
429,Beverly,Ramos,bramosbw@irs.gov,Female,54.145.134.18,false,$370.75,2/8/2016,7909,53.18,21.13%
430,Louis,Lee,lleebx@cnbc.com,Male,222.0.3.222,true,$13.54,4/22/2015,2394,35.77,73.96%
431,Bobby,Simpson,bsimpsonby@baidu.com,Male,127.164.25.254,true,$880.12,11/15/2015,3663,58.74,64.31%
432,Elizabeth,Alexander,ealexanderbz@fotki.com,Female,226.124.232.231,false,$528.02,7/31/2015,5744,50.31,80.51%
433,Frances,Harper,fharperc0@youtube.com,Female,35.220.19.198,true,$208.55,2/29/2016,962,86.94,79.77%
434,Gerald,Fernandez,gfernandezc1@yahoo.com,Male,222.122.36.113,false,$472.42,8/12/2015,5023,46.37,73.88%
435,Shawn,Bradley,sbradleyc2@jiathis.com,Male,56.156.131.86,false,$865.36,7/9/2015,2673,79.76,42.88%
436,Ruby,Banks,rbanksc3@google.pl,Female,36.144.214.63,false,$217.26,8/20/2015,5425,65.64,17.0%
437,Catherine,Owens,cowensc4@icio.us,Female,27.125.118.117,false,$691.46,11/17/2015,1542,17.16,58.05%
438,Pamela,Fowler,pfowlerc5@fda.gov,Female,175.219.40.135,true,$491.91,9/23/2015,6944,73.69,18.44%
439,Jonathan,Stone,jstonec6@tuttocitta.it,Male,244.179.212.137,true,$499.67,6/7/2015,4448,20.03,28.62%
440,Billy,Freeman,bfreemanc7@weibo.com,Male,209.46.230.132,true,$368.85,1/18/2016,6013,15.83,32.14%
441,Benjamin,Rivera,briverac8@wix.com,Male,243.74.33.98,false,$7.67,9/28/2015,7861,49.3,42.55%
442,Stephanie,Hanson,shansonc9@nps.gov,Female,182.83.73.120,false,$311.35,2/16/2016,2753,22.96,92.1%
443,Deborah,Garza,dgarzaca@boston.com,Female,35.136.128.250,true,$429.50,7/31/2015,2280,14.96,8.33%
444,Kevin,Hall,khallcb@mayoclinic.com,Male,247.52.83.49,false,$107.86,5/6/2015,6188,56.27,75.24%
445,Sandra,Diaz,sdiazcc@ovh.net,Female,68.214.126.66,true,$197.37,8/21/2015,1056,17.99,26.77%
446,Pamela,Lewis,plewiscd@google.de,Female,97.143.232.137,false,$503.99,8/18/2015,3706,2.07,43.86%
447,Roy,King,rkingce@msu.edu,Male,81.52.239.74,true,$37.88,10/29/2015,5498,27.25,74.28%
448,Victor,Brooks,vbrookscf@oaic.gov.au,Male,109.228.92.3,true,$756.34,5/14/2015,9432,29.63,70.73%
449,Steve,Peterson,spetersoncg@state.gov,Male,28.204.197.203,true,$849.06,5/24/2015,388,98.51,82.02%
450,Cheryl,Montgomery,cmontgomerych@wiley.com,Female,224.152.26.105,true,$269.93,10/29/2015,4559,10.41,61.11%
451,David,Wallace,dwallaceci@sbwire.com,Male,184.245.236.217,true,$287.15,6/8/2015,1172,58.49,66.82%
452,Rose,Armstrong,rarmstrongcj@newsvine.com,Female,153.224.84.231,true,$800.86,8/21/2015,2946,75.8,78.72%
453,Joan,Adams,jadamsck@pcworld.com,Female,161.13.123.135,true,$672.89,7/8/2015,6467,91.08,36.42%
